file,output_path,n_samples,hhem_mean_score,hhem_positive_rate,correctness_hhem_agreement,similarity_auc_vs_hhem
maxsim_span_simpleqa_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_span_simpleqa_thinking_minilm_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
maxsim_span_truthfulqa_no_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_span_truthfulqa_no_thinking_bge-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.35006119951040393,
maxsim_span_truthfulqa_no_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_span_truthfulqa_no_thinking_e5-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.35006119951040393,
maxsim_span_truthfulqa_no_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_span_truthfulqa_no_thinking_minilm_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.35006119951040393,
maxsim_span_truthfulqa_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_span_truthfulqa_thinking_bge-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.28151774785801714,
maxsim_span_truthfulqa_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_span_truthfulqa_thinking_e5-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.28151774785801714,
maxsim_span_truthfulqa_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_span_truthfulqa_thinking_minilm_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.28151774785801714,
maxsim_truthfulqa_no_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_truthfulqa_no_thinking_bge-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.35006119951040393,
maxsim_truthfulqa_no_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_truthfulqa_no_thinking_e5-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.35006119951040393,
maxsim_truthfulqa_no_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_truthfulqa_no_thinking_minilm_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.35006119951040393,
maxsim_truthfulqa_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_truthfulqa_thinking_bge-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.28151774785801714,
maxsim_truthfulqa_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_truthfulqa_thinking_e5-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.28151774785801714,
maxsim_truthfulqa_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/maxsim_truthfulqa_thinking_minilm_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.28151774785801714,
natural_questions_no_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/natural_questions_no_thinking_bge-base_similarity_with_hhem.csv,300,0.5020980834960938,1.0,0.09333333333333334,
natural_questions_no_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/natural_questions_no_thinking_e5-base_similarity_with_hhem.csv,300,0.5020980834960938,1.0,0.09333333333333334,
natural_questions_no_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/natural_questions_no_thinking_minilm_similarity_with_hhem.csv,300,0.5020980834960938,1.0,0.09333333333333334,
natural_questions_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/natural_questions_thinking_bge-base_similarity_with_hhem.csv,300,0.5020980834960938,1.0,0.04,
natural_questions_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/natural_questions_thinking_e5-base_similarity_with_hhem.csv,300,0.5020980834960938,1.0,0.04,
natural_questions_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/natural_questions_thinking_minilm_similarity_with_hhem.csv,300,0.5020980834960938,1.0,0.04,
poincare_natural_questions_no_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_natural_questions_no_thinking_bge-base_similarity_with_hhem.csv,300,0.5020980834960938,1.0,0.09333333333333334,
poincare_natural_questions_no_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_natural_questions_no_thinking_e5-base_similarity_with_hhem.csv,300,0.5020980834960938,1.0,0.09333333333333334,
poincare_natural_questions_no_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_natural_questions_no_thinking_minilm_similarity_with_hhem.csv,300,0.5020980834960938,1.0,0.09333333333333334,
poincare_natural_questions_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_natural_questions_thinking_bge-base_similarity_with_hhem.csv,300,0.5020980834960938,1.0,0.04,
poincare_natural_questions_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_natural_questions_thinking_e5-base_similarity_with_hhem.csv,300,0.5020980834960938,1.0,0.04,
poincare_natural_questions_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_natural_questions_thinking_minilm_similarity_with_hhem.csv,300,0.5020980834960938,1.0,0.04,
poincare_sciq_no_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_sciq_no_thinking_bge-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.522,
poincare_sciq_no_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_sciq_no_thinking_e5-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.522,
poincare_sciq_no_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_sciq_no_thinking_minilm_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.522,
poincare_sciq_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_sciq_thinking_bge-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.608,
poincare_sciq_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_sciq_thinking_e5-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.608,
poincare_sciq_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_sciq_thinking_minilm_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.608,
poincare_simpleqa_no_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_simpleqa_no_thinking_bge-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
poincare_simpleqa_no_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_simpleqa_no_thinking_e5-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
poincare_simpleqa_no_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_simpleqa_no_thinking_minilm_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
poincare_simpleqa_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_simpleqa_thinking_bge-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
poincare_simpleqa_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_simpleqa_thinking_e5-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
poincare_simpleqa_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_simpleqa_thinking_minilm_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
poincare_truthfulqa_no_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_truthfulqa_no_thinking_bge-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.35006119951040393,
poincare_truthfulqa_no_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_truthfulqa_no_thinking_e5-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.35006119951040393,
poincare_truthfulqa_no_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_truthfulqa_no_thinking_minilm_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.35006119951040393,
poincare_truthfulqa_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_truthfulqa_thinking_bge-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.28151774785801714,
poincare_truthfulqa_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_truthfulqa_thinking_e5-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.28151774785801714,
poincare_truthfulqa_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/poincare_truthfulqa_thinking_minilm_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.28151774785801714,
sciq_no_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/sciq_no_thinking_bge-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.522,
sciq_no_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/sciq_no_thinking_e5-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.522,
sciq_no_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/sciq_no_thinking_minilm_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.522,
sciq_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/sciq_thinking_bge-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.608,
sciq_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/sciq_thinking_e5-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.608,
sciq_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/sciq_thinking_minilm_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.608,
simpleqa_no_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/simpleqa_no_thinking_bge-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
simpleqa_no_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/simpleqa_no_thinking_e5-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
simpleqa_no_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/simpleqa_no_thinking_minilm_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
simpleqa_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/simpleqa_thinking_bge-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
simpleqa_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/simpleqa_thinking_e5-base_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
simpleqa_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/simpleqa_thinking_minilm_similarity_with_hhem.csv,500,0.5020980834960938,1.0,0.032,
truthfulqa_no_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/truthfulqa_no_thinking_bge-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.35006119951040393,
truthfulqa_no_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/truthfulqa_no_thinking_e5-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.35006119951040393,
truthfulqa_no_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/truthfulqa_no_thinking_minilm_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.35006119951040393,
truthfulqa_thinking_bge-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/truthfulqa_thinking_bge-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.28151774785801714,
truthfulqa_thinking_e5-base_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/truthfulqa_thinking_e5-base_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.28151774785801714,
truthfulqa_thinking_minilm_similarity.csv,/hpc2hdd/home/yuxuanzhao/xuhaodong/NLP/results/hhem_backfill/truthfulqa_thinking_minilm_similarity_with_hhem.csv,817,0.5020980834960938,1.0,0.28151774785801714,
